id,Unique ID,FD sample ID,FD Run ID,Strain,Cryo mix,FD_recipe,Ferm Condition,FC,Aged,Aged_Temp,Aged_Weeks,DR_latest,Est_latest,ExtenderCFU_ml,ExtenderCFU_ml_SD,Application_loss_CFU,W0,W1,W2,W3,W4,W5,W6,W7,W8,SD0,SD1,SD2,SD3,SD4,SD5,SD6,SD7,SD8,Plated_W0,Plated_W1,Plated_W2,Plated_W3,Plated_W4,Plated_W5,Plated_W6,Plated_W7,Plated_W8,log_W0,log_W1,log_W2,log_W3,log_W4,log_W5,log_W6,log_W7,log_W8,,#VALUE!,#VALUE!,#VALUE!,#VALUE!,,,,,,,,,,,,,,,,,,,,#VALUE!,,,,,,,,#VALUE!,#VALUE!,,,,,,
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,-0.009,54.305,4.53E+08,1.17E+08,1.12,3.07E+04,2.60E+04,,,,,,,,,9.46E+03,,,,,,,,4/4/23,4/12/23,,,,,,,,4.486666573,4.414973348,,4.414973348,,,,,,,0,8,,,,,,,,,,4.486666573,4.486666573,4.486666573,4.486666573,4.486666573,4.486666573,4.486666573,4.486666573,,,-0.008961653,,-0.008961653,,,,,,,,54.30544657,,54.30544657,,,,,
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,-0.032,13.866,5.29E+08,3.08E+07,1.23,2.75E+04,1.53E+04,,,,,,,,,4.74E+03,,,,,,,,4/4/23,4/12/23,,,,,,,,4.438805957,4.185636577,,4.185636577,,,,,,,0,8,,,,,,,,,,4.438805957,4.438805957,4.438805957,4.438805957,4.438805957,4.438805957,4.438805957,4.438805957,,,-0.031646173,,-0.031646173,,,,,,,,13.86600408,,13.86600408,,,,,
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,-0.019,26.523,5.44E+08,1.51E+08,1.18,3.17E+04,2.24E+04,,,,,,,,,4.33E+03,,,,,,,,4/4/23,4/12/23,,,,,,,,4.501515694,4.350248018,,4.350248018,,,,,,,0,8,,,,,,,,,,4.501515694,4.501515694,4.501515694,4.501515694,4.501515694,4.501515694,4.501515694,4.501515694,,,-0.018908459,,-0.018908459,,,,,,,,26.52335035,,26.52335035,,,,,
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,,"Peptone only, upconcentrated","P only, con",no,,,-0.051,-4.510,1.11E+08,2.04E+07,1.22,5.89E+03,2.31E+03,,,,,,,,,3.40E+02,,,,,,,,4/4/23,4/12/23,,,,,,,,3.770361006,3.36298484,,3.36298484,,,,,,,0,8,,,,,,,,,,3.770361006,3.770361006,3.770361006,3.770361006,3.770361006,3.770361006,3.770361006,3.770361006,,,-0.050922021,,-0.050922021,,,,,,,,-4.509620603,,-4.509620603,,,,,
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,,"Peptone only, upconcentrated","P only, con",no,,,-0.017,-20.294,9.78E+07,3.42E+07,1.28,4.59E+03,3.37E+03,,,,,,,,,3.21E+02,,,,,,,,4/4/23,4/12/23,,,,,,,,3.661497179,3.528059258,,3.528059258,,,,,,,0,8,,,,,,,,,,3.661497179,3.661497179,3.661497179,3.661497179,3.661497179,3.661497179,3.661497179,3.661497179,,,-0.01667974,,-0.01667974,,,,,,,,-20.29425023,,-20.29425023,,,,,
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,3.60E+09,3.02E+08,1.31,1.55E+05,,,,,,,,,2.60E+04,,,,,,,,,4/12/23,,,,,,,,,5.189396726,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
76,N,23PT0227-4,FDL-111D-T14-CC1,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,4.56E+09,2.05E+08,1.36,1.76E+05,,,,,,,,,3.20E+04,,,,,,,,,4/12/23,,,,,,,,,5.245512668,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
77,N,23PT0227-4,FDL-111D-T14-TMC1,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,3.44E+09,2.66E+08,1.18,2.01E+05,,,,,,,,,1.40E+04,,,,,,,,,4/12/23,,,,,,,,,5.303915684,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
78,N,23PT0227-6,FDL-111D-T15,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,5.18E+09,1.97E+08,1.48,1.53E+05,,,,,,,,,4.01E+04,,,,,,,,,4/12/23,,,,,,,,,5.185636577,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
79,N,23PT0227-6,FDL-111D-T15-CC1,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,7.36E+09,8.26E+08,1.48,2.15E+05,,,,,,,,,3.61E+04,,,,,,,,,4/12/23,,,,,,,,,5.331764613,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
80,N,23PT0227-6,FDL-111D-T15-TMC1,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,3.53E+09,3.02E+08,1.22,1.88E+05,,,,,,,,,3.56E+04,,,,,,,,,4/12/23,,,,,,,,,5.274157849,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
81,O,23PT0227-4,FDL-111EF-T18,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,4.56E+09,2.66E+08,1.31,1.96E+05,,,,,,,,,3.60E+04,,,,,,,,,4/19/23,,,,,,,,,5.292256071,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
82,O,23PT0227-4,FDL-111EF-T18-CC1TMC1,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,8.09E+09,1.17E+09,1.59,1.85E+05,,,,,,,,,4.64E+04,,,,,,,,,4/19/23,,,,,,,,,5.267953537,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
83,O,23PT0227-4,FDL-111EF-T18-TMC1,Kosakonia sacchari,PVT70%,,Tryptone only,T only,no,,,#N/A,#N/A,3.80E+09,2.88E+08,1.29,1.72E+05,,,,,,,,,1.74E+04,,,,,,,,,4/19/23,,,,,,,,,5.235528447,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
84,O,23PT0227-6,FDL-111EF-T19,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,6.22E+09,3.89E+08,1.33,2.59E+05,,,,,,,,,3.33E+04,,,,,,,,,4/19/23,,,,,,,,,5.412740467,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
85,O,23PT0227-6,FDL-111EF-T19-CC1TMC1,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,8.42E+09,4.09E+08,1.37,3.16E+05,,,,,,,,,5.01E+04,,,,,,,,,4/19/23,,,,,,,,,5.499687083,,,,,,,,,,0,,,,,,,,,,,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,
86,O,23PT0227-6,FDL-111EF-T19-TMC1,Kosakonia sacchari,PVT70%,,Peptone only,P only,no,,,#N/A,#N/A,4.64E+09,1.29E+08,1.39,1.69E+05,,,,,,,,,1.62E+04,,,,,,,,,4/19/23,,,,,,,,,5.228742458,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
