id,Unique ID,FD sample ID,FD Run ID,Strain,Cryo mix,FD_recipe,Desiccant,FC,Aged,,DR_latest,Est_latest,ExtenderCFU_ml,ExtenderCFU_ml_SD,Application Log Loss,Plating Date,CFU/Seed,CFU/Seed Stdev,T0?,Days,Log CFU,Y-Intercept,Decay Rate,EstDays,T0 Date
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,4/5/23,1.53E+05,,No,6.00,5.19,5.45,-0.045,32.42,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,4/13/23,1.16E+05,1.14E+04,No,14.00,5.06,5.42,-0.028,52.01,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,4/18/23,6.16E+04,1.65E+04,No,19.00,4.79,5.44,-0.035,44.87,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,4/26/23,7.83E+04,1.58E+04,No,27.00,4.89,5.37,-0.021,61.88,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,,,,No,,,,,,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,,,,No,,,,,,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,,,,No,,,,,,3/30/23
64,L,23PT0119-5,FDL-105EF-T24-TMC2-21CW3,Kosakonia sacchari,PVT70%,PVT090-A0,25%TMC,T only,yes,3W@21C,-0.031,49.150,4.76E+09,2.72E+08,1.17,5/23/23,5.96E+03,3.73E+03,No,54.00,3.78,5.45,-0.031,49.15,3/30/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,3/29/23,6.13E+05,,Yes,0.00,5.79,,,,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,4/5/23,3.35E+05,,No,7.00,5.52,5.79,-0.038,47.60,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,4/13/23,2.84E+05,1.74E+04,No,15.00,5.45,5.75,-0.022,79.67,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,4/18/23,1.75E+05,5.43E+04,No,20.00,5.24,5.76,-0.027,71.22,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,4/26/23,8.53E+04,1.22E+04,No,28.00,4.93,5.79,-0.031,62.23,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,,,,No,,,,,,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,,,,No,,,,,,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,,,,No,,,,,,3/29/23
65,L,23PT0119-8,FDL-105EF-T26-CC1,Klebsiella variicola,PVT70%,PVT090-A0,2%CaCl2,T + P ,yes,2W@21C,-0.062,35.129,5.60E+09,3.17E+08,0.91,5/23/23,2.40E+02,1.20E+02,No,55.00,2.38,6.18,-0.062,35.13,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,3/29/23,4.53E+05,,Yes,0.00,5.66,,,,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,4/5/23,5.32E+04,,No,7.00,4.73,5.66,-0.133,12.46,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,4/13/23,2.51E+04,1.68E+04,No,15.00,4.40,5.53,-0.084,18.53,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,4/18/23,1.21E+04,1.80E+03,No,20.00,4.08,5.50,-0.079,20.13,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,4/26/23,1.99E+04,6.74E+03,No,28.00,4.30,5.31,-0.048,27.04,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,,,,No,,,,,,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,,,,No,,,,,,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,,,,No,,,,,,3/29/23
66,L,23PT0119-8,FDL-105EF-T26-CC2,Klebsiella variicola,PVT70%,PVT090-A0,10%CaCl2,T + P ,yes,2W@21C,-0.082,21.462,6.68E+09,3.12E+08,1.12,5/23/23,1.33E+01,2.31E+01,No,55.00,1.12,5.63,-0.082,21.46,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,3/29/23,7.64E+05,,Yes,0.00,5.88,,,,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,4/5/23,5.79E+05,,No,7.00,5.76,5.88,-0.017,109.24,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,4/13/23,4.27E+05,4.69E+04,No,15.00,5.63,5.88,-0.017,111.64,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,4/18/23,2.23E+05,4.60E+04,No,20.00,5.35,5.92,-0.027,76.99,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,4/26/23,1.43E+05,2.84E+04,No,28.00,5.15,5.93,-0.026,71.98,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,,,,No,,,,,,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,,,,No,,,,,,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,,,,No,,,,,,3/29/23
67,L,23PT0119-8,FDL-105EF-T26-TMC1,Klebsiella variicola,PVT70%,PVT090-A0,5%TMC,T + P ,yes,2W@21C,-0.048,44.461,6.61E+09,1.22E+09,0.89,5/23/23,1.65E+03,1.96E+03,No,55.00,3.22,6.19,-0.048,44.46,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,3/29/23,6.39E+05,,Yes,0.00,5.81,,,,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,4/5/23,3.87E+05,,No,7.00,5.59,5.81,-0.031,57.93,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,4/13/23,3.44E+05,1.83E+04,No,15.00,5.54,5.77,-0.018,100.40,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,4/18/23,1.85E+05,5.90E+04,No,20.00,5.27,5.80,-0.027,75.50,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,4/26/23,8.27E+04,1.80E+04,No,28.00,4.92,5.84,-0.032,61.23,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,,,,No,,,,,,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,,,,No,,,,,,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,,,,No,,,,,,3/29/23
68,L,23PT0119-8,FDL-105EF-T26-TMC2,Klebsiella variicola,PVT70%,PVT090-A0,25%TMC,T + P ,yes,2W@21C,-0.056,37.823,4.77E+09,5.22E+08,0.82,5/23/23,5.07E+02,1.01E+02,No,55.00,2.71,6.16,-0.056,37.82,3/29/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,4/4/23,3.56E+04,,Yes,0.00,4.55,,,,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,4/12/23,1.40E+04,2.23E+03,No,8.00,4.15,4.55,-0.051,10.88,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,4/19/23,6.41E+03,1.89E+03,No,15.00,3.81,4.55,-0.050,11.05,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,4/27/23,6.13E+03,1.63E+03,No,23.00,3.79,4.47,-0.033,13.62,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,5/2/23,4.72E+03,1.30E+03,No,28.00,3.67,4.44,-0.031,14.58,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,,,,No,,,,,,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,,,,No,,,,,,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,,,,No,,,,,,4/4/23
69,M,23PT0227-4,FDL-111A-T02,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,T only,no,Fresh,-0.031,14.576,5.38E+08,2.14E+07,1.13,,,,No,,,,,,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,4/4/23,3.07E+04,,Yes,0.00,4.49,,,,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,4/12/23,2.60E+04,9.46E+03,No,8.00,4.41,4.49,-0.009,54.31,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,4/19/23,1.60E+04,3.82E+03,No,15.00,4.20,4.51,-0.019,27.48,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,4/27/23,1.29E+04,8.33E+02,No,23.00,4.11,4.51,-0.016,28.92,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,5/2/23,8.28E+03,1.18E+03,No,28.00,3.92,4.52,-0.020,26.14,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,,,,No,,,,,,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,,,,No,,,,,,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,,,,No,,,,,,4/4/23
70,M,23PT0227-4,FDL-111A-T02-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,T only,no,Fresh,-0.020,26.140,4.53E+08,1.17E+08,1.12,,,,No,,,,,,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,4/4/23,2.75E+04,,Yes,0.00,4.44,,,,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,4/12/23,1.53E+04,4.74E+03,No,8.00,4.19,4.44,-0.032,13.87,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,4/19/23,8.44E+03,1.91E+03,No,15.00,3.93,4.45,-0.034,13.05,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,4/27/23,5.21E+03,1.25E+03,No,23.00,3.72,4.43,-0.031,13.60,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,5/2/23,2.67E+03,2.89E+02,No,28.00,3.43,4.45,-0.036,13.04,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,,,,No,,,,,,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,,,,No,,,,,,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,,,,No,,,,,,4/4/23
71,M,23PT0227-6,FDL-111A-T03,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,P only,no,Fresh,-0.036,13.044,5.29E+08,3.08E+07,1.23,,,,No,,,,,,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,4/4/23,3.17E+04,,Yes,0.00,4.50,,,,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,4/12/23,2.24E+04,4.33E+03,No,8.00,4.35,4.50,-0.019,26.52,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,4/19/23,1.75E+04,3.89E+03,No,15.00,4.24,4.50,-0.017,28.71,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,4/27/23,1.19E+04,1.29E+03,No,23.00,4.07,4.50,-0.019,27.45,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,5/2/23,8.39E+03,7.72E+02,No,28.00,3.92,4.51,-0.021,25.70,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,,,,No,,,,,,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,,,,No,,,,,,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,,,,No,,,,,,4/4/23
72,M,23PT0227-6,FDL-111A-T03-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,P only,no,Fresh,-0.021,25.699,5.44E+08,1.51E+08,1.18,,,,No,,,,,,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,4/4/23,5.89E+03,,Yes,0.00,3.77,,,,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,4/12/23,2.31E+03,3.40E+02,No,8.00,3.36,3.77,-0.051,-4.51,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,4/19/23,2.68E+03,1.11E+03,No,15.00,3.43,3.70,-0.023,-12.75,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,4/27/23,7.47E+02,6.11E+01,No,23.00,2.87,3.76,-0.039,-6.87,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,5/2/23,7.07E+02,2.01E+02,No,28.00,2.85,3.75,-0.033,-7.60,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,,,,No,,,,,,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,,,,No,,,,,,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,,,,No,,,,,,4/4/23
73,M,23PT0227-8,FDL-111A-T04,Kosakonia sacchari,PVT70%,PVT380,5%SIO2,"P only, con",no,Fresh,-0.033,-7.601,1.11E+08,2.04E+07,1.22,,,,No,,,,,,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,4/4/23,4.59E+03,,Yes,0.00,3.66,,,,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,4/12/23,3.37E+03,3.21E+02,No,8.00,3.53,3.66,-0.017,-20.29,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,4/19/23,2.77E+03,5.94E+02,No,15.00,3.44,3.66,-0.015,-23.52,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,4/27/23,1.49E+03,1.67E+02,No,23.00,3.17,3.69,-0.021,-15.35,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,5/2/23,1.16E+03,3.20E+02,No,28.00,3.06,3.70,-0.021,-14.00,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,,,,No,,,,,,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,,,,No,,,,,,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,,,,No,,,,,,4/4/23
74,M,23PT0227-8,FDL-111A-T04-TMC1,Kosakonia sacchari,PVT70%,PVT380,5%TMC,"P only, con",no,Fresh,-0.021,-13.996,9.78E+07,3.42E+07,1.28,,,,No,,,,,,4/4/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,4/12/23,1.55E+05,2.60E+04,Yes,0.00,5.19,,,,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,4/19/23,9.33E+04,1.48E+04,No,7.00,4.97,5.19,-0.031,37.95,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,4/27/23,8.67E+04,2.41E+04,No,15.00,4.94,5.15,-0.017,70.03,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,5/2/23,2.59E+04,3.23E+03,No,20.00,4.41,5.23,-0.039,36.91,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,5/11/23,1.53E+04,1.40E+03,No,29.00,4.19,5.24,-0.035,35.03,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,,,,No,,,,,,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,,,,No,,,,,,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,,,,No,,,,,,4/12/23
75,N,23PT0227-4,FDL-111D-T14,Kosakonia sacchari,PVT70%,ESL1130,5%SIO2,T only,no,Fresh,-0.035,34.501,3.60E+09,3.02E+08,1.31,6/6/23,1.76E+03,6.44E+02,No,55.00,3.25,5.25,-0.035,34.50,4/12/23
