id,Unique ID,FD sample ID,FD Run ID,Strain,Cryo mix,FD_recipe,Desiccant,FC,Aged,,DR_latest,Est_latest,ExtenderCFU_ml,ExtenderCFU_ml_SD,Application Log Loss,Plating Date,CFU/Seed,CFU/Seed Stdev,T0?,Days,Log CFU,Y-Intercept,Decay Rate,EstDays,T0 Date
29,E,23PT0119-7,FDL-105G-T30,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.025,86.351,2.35E+10,6.11E+08,1.25,2/27/23,3.01E+05,,No,27.00,5.48,5.90,-0.022,77.61,1/31/23
29,E,23PT0119-7,FDL-105G-T30,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.025,86.351,2.35E+10,6.11E+08,1.25,,,,No,,,,,,1/31/23
29,E,23PT0119-7,FDL-105G-T30,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.025,86.351,2.35E+10,6.11E+08,1.25,,,,No,,,,,,1/31/23
29,E,23PT0119-7,FDL-105G-T30,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.025,86.351,2.35E+10,6.11E+08,1.25,,,,No,,,,,,1/31/23
29,E,23PT0119-7,FDL-105G-T30,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.025,86.351,2.35E+10,6.11E+08,1.25,3/28/23,4.87E+04,,No,56.00,4.69,5.87,-0.025,86.35,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,1/31/23,8.55E+05,,Yes,0.00,5.93,,,,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,2/7/23,3.11E+05,,No,7.00,5.49,5.93,-0.063,30.79,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,2/14/23,1.93E+05,,No,14.00,5.29,5.89,-0.046,41.01,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,2/21/23,1.18E+05,,No,21.00,5.07,5.86,-0.041,46.80,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,2/27/23,6.44E+04,,No,27.00,4.81,5.86,-0.042,47.39,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,,,,No,,,,,,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,,,,No,,,,,,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,,,,No,,,,,,1/31/23
30,E,23PT0119-10,FDL-105G-T31,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.033,56.611,9.24E+09,1.89E+09,0.98,3/28/23,1.28E+04,,No,56.00,4.11,5.77,-0.033,56.61,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,1/31/23,3.47E+04,,Yes,0.00,4.54,,,,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,2/7/23,6.80E+03,,No,7.00,3.83,4.54,-0.101,5.34,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,2/14/23,5.19E+03,,No,14.00,3.72,4.44,-0.059,7.50,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,2/21/23,5.35E+03,,No,21.00,3.73,4.34,-0.039,9.24,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,2/27/23,4.63E+03,,No,27.00,3.67,4.28,-0.032,10.04,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,,,,No,,,,,,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,,,,No,,,,,,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,,,,No,,,,,,1/31/23
31,E,23PT0119-1,FDL-105G-T32,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T + P ,no,Fresh,-0.032,10.038,3.00E+09,5.77E+08,1.88,,,,No,,,,,,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,1/31/23,4.47E+04,,Yes,0.00,4.65,,,,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,2/7/23,1.77E+04,,No,7.00,4.25,4.65,-0.057,11.31,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,2/14/23,7.69E+03,,No,14.00,3.89,4.64,-0.055,11.79,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,2/21/23,7.39E+03,,No,21.00,3.87,4.57,-0.037,14.72,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,2/27/23,1.19E+04,,No,27.00,4.08,4.46,-0.021,20.14,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,,,,No,,,,,,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,,,,No,,,,,,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,,,,No,,,,,,1/31/23
32,E,23PT0119-4,FDL-105G-T33,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,T only,no,Fresh,-0.021,20.141,5.28E+09,1.26E+09,2.02,,,,No,,,,,,1/31/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,2/8/23,5.04E+05,1.41E+05,Yes,0.00,5.70,,,,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,2/15/23,2.48E+05,,No,7.00,5.39,5.70,-0.044,38.69,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,2/22/23,1.41E+05,,No,14.00,5.15,5.69,-0.040,42.82,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,3/3/23,4.83E+04,,No,23.00,4.68,5.71,-0.044,39.26,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,3/8/23,6.80E+04,,No,28.00,4.83,5.65,-0.031,47.61,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,,,,No,,,,,,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,,,,No,,,,,,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,,,,No,,,,,,2/8/23
33,F,22PT1117-8,FDL-105B-T10-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.020,77.077,1.11E+09,2.41E+08,0.29,4/6/23,3.75E+04,,No,57.00,4.57,5.46,-0.020,77.08,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,2/8/23,1.83E+05,3.06E+04,Yes,0.00,5.26,,,,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,2/15/23,8.36E+04,,No,7.00,4.92,5.26,-0.049,25.97,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,2/22/23,6.35E+04,,No,14.00,4.80,5.23,-0.033,37.33,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,3/3/23,2.99E+04,,No,23.00,4.48,5.22,-0.034,37.54,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,3/8/23,3.11E+04,,No,28.00,4.49,5.19,-0.027,42.78,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,,,,No,,,,,,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,,,,No,,,,,,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,,,,No,,,,,,2/8/23
34,F,22PT1117-9,FDL-105B-T11-21CW4,Klebsiella variicola,DSR,PVT090-A0,5%SIO2,T + P,yes,4W@21C,-0.021,54.326,1.39E+09,2.05E+08,0.83,4/6/23,1.09E+04,,No,57.00,4.04,5.10,-0.021,54.33,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,2/8/23,1.44E+06,2.00E+05,Yes,0.00,6.16,,,,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,2/15/23,8.33E+05,,No,7.00,5.92,6.16,-0.034,63.56,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,2/22/23,3.60E+05,,No,14.00,5.56,6.18,-0.043,50.68,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,3/3/23,1.11E+05,,No,23.00,5.05,6.21,-0.048,45.08,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,3/8/23,7.56E+04,,No,28.00,4.88,6.20,-0.046,45.95,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,,,,No,,,,,,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,,,,No,,,,,,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,,,,No,,,,,,2/8/23
35,F,22PT1102-8,FDL-105C-T14-21CW4,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.040,52.054,4.67E+09,2.31E+08,0.46,4/6/23,7.73E+03,,No,57.00,3.89,6.11,-0.040,52.05,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,2/8/23,6.99E+05,1.24E+05,Yes,0.00,5.84,,,,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,2/15/23,4.95E+05,,No,7.00,5.69,5.84,-0.021,86.15,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,2/22/23,2.44E+05,,No,14.00,5.39,5.87,-0.033,57.30,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,3/3/23,1.73E+05,,No,23.00,5.24,5.85,-0.026,66.53,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,3/8/23,1.76E+05,,No,28.00,5.25,5.82,-0.021,78.40,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,,,,No,,,,,,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,,,,No,,,,,,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,,,,No,,,,,,2/8/23
36,F,22PT1216-1,FDL-105D-T19-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,4W@21C,-0.022,84.629,7.47E+08,8.33E+07,-0.02,4/6/23,4.07E+04,,No,57.00,4.61,5.79,-0.022,84.63,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,2/8/23,1.02E+06,2.73E+05,Yes,0.00,6.01,,,,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,2/15/23,3.88E+05,,No,7.00,5.59,6.01,-0.060,33.50,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,2/22/23,2.68E+05,,No,14.00,5.43,5.97,-0.041,47.40,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,3/3/23,1.06E+05,,No,23.00,5.03,5.96,-0.043,47.98,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,3/8/23,1.47E+05,,No,28.00,5.17,5.90,-0.030,59.84,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,,,,No,,,,,,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,,,,No,,,,,,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,,,,No,,,,,,2/8/23
37,F,22PT1102-7,FDL-105D-T20-21CW4,Klebsiella variicola,SKP,PVT090-A0,5%SIO2,"Glucose, no EPS",yes,4W@21C,-0.025,77.761,2.60E+09,8.00E+07,0.35,4/6/23,3.85E+04,,No,57.00,4.59,5.80,-0.025,77.76,2/8/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,2/22/23,4.43E+04,,Yes,0.00,4.65,,,,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,3/3/23,1.54E+04,,No,9.00,4.19,4.65,-0.051,12.68,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,3/8/23,1.04E+04,,No,14.00,4.02,4.63,-0.045,13.88,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,3/17/23,6.76E+03,,No,23.00,3.83,4.58,-0.035,16.30,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,3/24/23,6.68E+03,,No,30.00,3.82,4.51,-0.027,18.93,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,,,,No,,,,,,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,,,,No,,,,,,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,,,,No,,,,,,2/22/23
38,G,22PT1117-5,FDL-105C-T15-21CW8,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.027,19.887,1.89E+09,2.69E+08,1.58,4/18/23,1.65E+03,6.66E+02,No,55.00,3.22,4.47,-0.026,19.89,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@21C,-0.024,80.450,6.62E+09,6.01E+08,0.79,2/22/23,9.60E+05,,Yes,0.00,5.98,,,,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,3/3/23,2.32E+05,,No,9.00,5.37,5.98,-0.069,28.92,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,3/8/23,1.37E+05,,No,14.00,5.14,5.97,-0.060,32.03,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,3/17/23,1.24E+05,,No,23.00,5.09,5.84,-0.039,47.29,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,3/24/23,9.15E+04,,No,30.00,4.96,5.78,-0.034,57.08,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,,,,No,,,,,,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,,,,No,,,,,,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,,,,No,,,,,,2/22/23
39,G,22PT1216-2,FDL-105C-T18-4CW8,Klebsiella variicola,PVT70%,PVT090-A0,5%SIO2,"Glucose, high EPS, CR broth",yes,8W@4C,-0.024,80.450,6.62E+09,6.01E+08,0.79,4/18/23,4.68E+04,9.46E+03,No,55.00,4.67,5.65,-0.024,80.45,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,2/22/23,1.83E+04,,Yes,0.00,4.26,,,,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,3/3/23,4.63E+03,,No,9.00,3.67,4.26,-0.066,3.96,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,3/8/23,2.19E+03,,No,14.00,3.34,4.26,-0.066,3.97,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,3/17/23,2.43E+03,,No,23.00,3.39,4.12,-0.038,2.95,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,3/24/23,1.83E+03,,No,30.00,3.26,4.05,-0.033,1.56,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,,,,No,,,,,,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,,,,No,,,,,,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,,,,No,,,,,,2/22/23
40,G,22PT1117-4,FDL-105D-T21-21CW8,Kosakonia sacchari,SKP,PVT090-A0,5%SIO2,P only,yes,8W@21C,-0.022,-5.284,3.93E+08,1.15E+07,1.28,4/18/23,1.08E+03,3.12E+02,No,55.00,3.03,3.90,-0.022,-5.28,2/22/23
41,G,23PT0119-5,FDL-105EF-T24-21CW4,Kosakonia sacchari,PVT70%,PVT090-A0,5%SIO2,T only,yes,8W@4C,-0.022,37.124,2.76E+10,4.44E+09,2.35,2/22/23,1.08E+05,,Yes,0.00,5.03,,,,2/22/23
